Artist,Song_Name,Lyric
Bob Marley,Babylon System,"We refuse to be
What you wanted us to be
We are what we are
That's the way (way) it's going to be
You don't know!
You can't educate I
For no equal opportunity
(Talkin' 'bout my freedom)
Talkin' 'bout my freedom
People freedom (freedom) and liberty!
Yeah, we've been trodding on the winepress much too long
Rebel, rebel!
Yes, we've been trodding on the winepress much too long
Rebel, rebel!

Babylon system is the vampire, yea! (vampire)
Suckin' the children day by day, yeah!
Me say: de Babylon system is the vampire, falling empire
Suckin' the blood of the sufferers, yea-ea-ea-ea-e-ah!
Building church and university, wo-o-ooh, yeah!
Deceiving the people continually, yea-ea!
Me say them graduatin' thieves and murderers
Look out now: they suckin' the blood of the sufferers (sufferers)
Yea-ea-ea! (sufferers)

Tell the children the truth
Tell the children the truth
Tell the children the truth right now!
Come on and tell the children the truth
Tell the children the truth
Tell the children the truth
Tell the children the truth
Come on and tell the children the truth

'Cause - 'cause we've been trodding on ya winepress much too long
Rebel, rebel!
And we've been taken for granted much too long
Rebel, rebel now!

(Trodding on the winepress) Trodding on the winepress (rebel)
got to rebel, y'all (rebel)!
We've been trodding on the winepress much too long - ye-e-ah! (rebel)
Yea-e-ah! (rebel) Yeah! Yeah!

From the very day we left the shores (trodding on the winepress)
Of our Father's land (rebel)
We've been trampled on (rebel)
Oh now! (we've been oppressed, yeah!) Lord, Lord, go to"
Bob Marley,Back Out,"Rub, rub, rubby-doo-day;
Rum-pum-pum a-rum-pum-pum-pum!
Dready got a job to do
And he's got to fulfill that mission
To see his hurt is their greatest ambition, yeah!
But-a we will survive in this world of competition,
'Cause no matter what they do
Natty keep on comin'through,
And no matter what they say-ay-ay-ay,
Natty de deh every day. yeah!
Natty Dread rides again,
Through the mystics of tomorrow,
Natty Dread rides again:
Have no fear, have no sorrow, yeah!

All and all you see a-gwan
Is to fight against Rastaman.
So they build their world in great confusion
To force on us the devil's illusion.
But the stone that the builder refuse
Shall be the head cornerstone,
And no matter what game they play,
Eh, we got something they could never take away;
We got something they could never take away:

And it's the fire (fire), it's the fire (fire)
That's burning down everything:
Feel that fire (fire), the fire (fire);
Only the birds have their wings, yeah!
No time to be deceived.
Oh, brothers, you should know and not believe:
Jah say this judgement - it could never be with water,
No water could put out this fire (fire):
This fire (fire), this fire (fire),
This fire (fire), a yaga y'all! Ride, Natty, ride!
Go deh, Dready, go deh,
'Cause now the fire is out of control,
Panic in the city, wicked weeping for their gold!
Everywhere this fiyah is burning,
Destroying and melting their gold,
Destroying and waisting their souls.

Go ride, Natty, ride!
Go deh, Dready! Go deh!

Tell you what: now the people gather on the beach
And the leader try to make a speech,
But the Dreadies understandin' that it's too late:
Fire is burning;
Man, pull your own weight!
Fiyah is burning;
Man, pull your own weight!
Natty Dread rides again (Natty Dread rides again);
And me say, Go deh, Dready! Go deh! (go deh, go deh)
Oh ride, Natty, ride! (Dread rides again)
And go deh, Dready! (Go deh, go deh)
Ridin' through the storm,
Riding through the calm (go deh, go deh).
Oh ride, Natty, ride!
Go deh, Dready, go deh!
Ride, Natty, ride!
Go deh, Dready, do deh! /fadeout/

[*Sleeve notes:
We riding thru the thick;
We riding thru the thin;
Ride Natty, ride Natty.]"
Bob Marley,Bad Card,"Dem a go tired fe see me face
Can't get me out of the race
Oh man you said I'm in your place
And then you draw bad card
A make you draw bad card
And then you draw bad card

Propaganda spreading over my name
Say you want to bring another life to shame
Oh man you just playing a game
And then you draw bad card, (draw bad card)
A make you draw bad card, (draw bad card)
A make you draw bad card

I want to disturb my neighbour
Cause I'm feeling so right
I want to turn up my disco
Blow them to full watts tonight
In a rub-a-dub style, in a rub-a-dub style
In a rub-a-dub style, in a rub-a-dub style

Cause we guarding the palace so majestic
Guarding the palace so realistic
Them a go tired fe see we face, oh yeah
Me say them can't get we out of the race
Oh man it's just a big disgrace

The way you draw bad card, (draw bad card)
The way you make wrong moves, make wrong moves
The way you draw bad card, (draw bad card)
A make you draw bad card, (draw bad card)
A make you draw bad card
In a rub-a-dub style, in a rub-a-dub style"
Bob Marley,Bass Is Heavy (We're Having a Real Good Time),"Bass is heavy, drummer is steady
In this situation we need some kinda protection
So don't get panicky and run in the wrong direction
Jah made man to rule his destiny
The sacred values of the law of humanity

The tension builds, the energy grow
Riddim runs and I got you on the floor
Cryin out for more
Cause that's the only way we gonna know for sure
You need some more
So, free your souls and let your spirit go
Wherever you go

We're having a real good time
We're having now real good time
Real good time

Tension builds, the energy grow
Riddim runs and I got you on the floor
Cryin out for more
Cause that's the only way we gonna know for sure
You need some more
So free yourself and let your feelings grow
Wherever you go, eh
Cause that's the only way we gonna know for sure

The tension builds, the energy grow
In this situation we need some kinda protection
Don't get panicky and run inna wrong direction
Jah made man, yes to rule his destiny
Sacred values of the laws of humanity

We're having a real good time
We're having a real good time

The bass is heavy, the drummer is steady, eh
Riddim runs and I got you on the floor
Cryin out for more
Cause that's the only way we gonna know for sure
You need some more
So, free yourselves and let your feeling grow
Wherever you go

Tension builds, the energy grow, eh
In this situation we need some kinda protection
Don't get panicky and run inna wrong direction
Jah made man to rule his destiny
And it's the sacred laws, laws of humanity

The pressure is on, we got to be strong
Today's night is the final confrontation
In everyday life, in everyday life is the human competition
We struggle for change
We neither can beg nor bow to no human institution
Hear what I say!

Good time
Real good time

The bass is heavy, drummer is steady
In this situation we need some kinda protection
Don't get panicky and run inna wrong direction
Jah made man to rule his destiny
And that's the sacred laws of the values of humanity

The bass is heavy
The tension builds, the energy grow, oh
Riddim runs and I got you on the floor
Cryin out for more
That's the only way we gonna know for sure
You need some more
Free yourselves and let your feeling grow
Wherever you go
Cause that's the only way we gonna know for sure
You need some more

The pressure is on, we got to be strong
Today, tonight it is a final confrontation
In everyday life, in everyday life becomes human competition
We struggle for change
We neither can beg nor bow to no human competition
Hear what I say!

Good time
We're having now real good time (real good time)
Real good time
We're having now good time (real good time)

The bass is heavy the drummer is steady
Yes, in this situation we need some kinda protection, eh
Don't get panicky and run inna wrong direction
Say, jah made man, yes to rule his destiny
And that's the sacred values of the laws of humanity

(But what?)

The pressure is on, we got to be strong
Today, tonight it is a final confrontation
In everyday life, in everyday life becomes just a human competition
We struggle for change
We neither can beg nor bow to no human institution
Hear what I say!

The tension builds, the energy grow, oh
Riddim runs and I got you on the floor
Cryin out for more, eh
That's the only way we gonna know for sure
You need some more
So, free yourselves and let your feelings grow
Wherever you go

We're having a real good time
We're having a real good time

The bass is heavy, the drummer is steady
Yes, in this situation we need some kinda protection
Yes, don't get panicky and run inna wrong direction
Yes, jah made man just to rule his destiny
Yes, and that's the sacred values of the laws of humanity

Eh, (tension) builds, the energy grow
The riddim run and I got you on the floor
Cryin out for more, oh
That's the only way we gonna know for sure
You need some more
So, free yourselves and let your spirits grow

The pressure is on, we got to be strong
Today, tonight we face the final confrontation
In everyday life, in every day life becomes the human competition
We neither can beg nor bow to no human institution

Tension builds, the energy grow
In this situation, yes we need some kinda protection
Don't get panicky and run inna wrong direction, eh
Jah made man to rule his destiny
And it's the sacred laws of the values of humanity

The bass is heavy, the drummer is steady
Riddim runs and I got you on the floor
Cryin out for more, eh
Cause that's the only way we gonna know for sure you need some more
So, free yourselves and let your spirits grow
Wherever you go

The tension builds, the energy grow, oh
In this situation we need some kinda protection, yes
Don't get panicky and run inna wrong direction
You see, jah made man, yes to rule his destiny, yeah, yeah, yeah
And that's the sacred values of the laws of humanity

Say, the pressure is on, we got to be strong
Yes, today, tonight we face the final confrontation
In everyday life, in everyday life is just a human competition
We struggle for change
We neither can beg now bow to no human institution
Hear what I say!

We're having now real good time
We're having now (real) real good time
Real good time
We're having a real good time

The bass is heavy, the drummer is steady
Yes, the riddim runs and I got you on the floor
Cryin out for more
That's the only way we gonna know for sure
You need some more
So, free yourselves and let your feeling grow
Wherever you go, eh
Cause that's the only way we gonna know for sure
You need some more

Tension builds, the energy grow, yeah
In this situation we need some kinda protection, eh
Don't get panicky and run inna wrong direction, oh
Jah made man to rule his destiny, yes
And that's the sacred values of the laws of humanity

The pressure is on, yes we got to be strong, eh
Today, tonight we face the final confrontation
In everyday life, in everyday life becomes a just human competition
We struggle for change
We neither can beg nor bow to no human
Competition
Hear what I say!
We neither can beg nor bow to no human institution

We're having a real good time
We're having a real good time

Pressure is on, we got to be strong, eh
Riddim runs cause it got you on the floor
Cryin out for more
That's the only way we gonna know for sure
You need some more
So, free yourselves and let your feeling grow
Wherever you go
Cause that's the only way we gonna know for sure
Free yourselves and let your feeling grow
That's the way we gonna know for sure

(We're having a real good time)
We're having now real good time
(Real good time)

Why did you want me to say?

The pressure is on, yes I know!
(We got to be strong)
Today it's really the final confrontation
In every day life becomes a human competition
We neither can beg nor bow to no human institution"
Bob Marley,Bend Down Low,"Bend down low,let me tell you what I know
Bend down low,let me tell you what I know
Fisherman row,to reep what you sow now
Tell you all I know,you´ve got to let me go now
All you´ve got to do is

Bend down low,let me tell you what I know
Bend down low,let me tell you what I know

You keep on knockin but you can´t come in
I get to understand you been livin in sin
But if you love me woman walk right in
I´ve got a notch for your safety-pin
Bend down low.

Keep on knockin but you can´t come in
I get to understand you been livin in sin
But walk right in woman,sit right down
I will keep on lovin you,I will play the clown

Bend down low,let me tell you what I know
Bend down low,let me tell you what I know
"
Bob Marley,Blackman Redemption,"Whoa-a Natty congo
A dreadlock congo I
Whoa-a Natty congo
A blackman redemption

Woe-yo yee, ye, a blackman redemption woe yoe,
No need, no need to get jumpy
No need, and a no need to get bumpy
And a no need, and a no need to get bumpy
No need, need, need to get jumpy

Youth and youth agree to, cool runnings
Can you dig it, cool runnings yeah, one more time
A beg ya, cool runnings, can you stop it
Cool runnings, spread out, spread out, spread out
Spread out, look out

Tell you about the blackman redemption
Can you dig it, oh yeah
A blackman redemption, can you stop it
Oh! no, oh! no, oh! no

Coming from the root of King David
Through the line of Solomon
His Imperial Majesty is the Power of Authority
Spread out, spread out, spread out, spread out
Spread out, spread out

No need, no need, no need to get jumpy
And a no need, and a no need to walk away

Let me tell bout ya
Cool runnings, can you dig it, cool runnings
It's one more time we want it
Cool runnings, cool runnings, spread out
Spread out, spread out, spread out, spread out

It's just a blackman redemption
Can you dig it, woe-yoe
Blackman redemption, can you stop it, oh! no oh! no
"
Bob Marley,Brain Washing,"Wooo-ohhhh
Old Mr. Joe he build a house, yeah
On top of some hill
Old Mr. Joe knew he had to go, so
He got right down and wrote a will
He say now here is to mother hen, and her chicken,
lord have mercy now
Master will you take a roll in the mud,
like he know he should

The old barnyard, the old barnyard, birds and the chick,
oooh-ee
Who's got to watch out for brother mangoose,
with his top hap and walking stick
It's just the poor's brainwashing
They told me a long time gone, it's just the poor's brainwashing,
ooh-ee [the old brain washing]
Now look at a thing like this
Cinderella and her long lost fellow, in the midnight hour,
she lost her silver slipper
Humpty Dumpty sat on a wall, while Jack and Jill
had themselves a fall
It's just the poor [brain washing]
And I don't need it no longer
It's just the poor's brain washing
Coming through to a poor man's child, ooh-ee, look at this
Little Miss Muffet she sat on her tuffet
While Little Red Ridinghood delivered her Grandma's food
Ooh-ee ooh-ee, ooh-ee
Look at one more thing like this
The cow jumping over the moon, while the dish got jealous,
he grabbed the hand of the spoon
It's just the poor brain washing, and I don't need it no longer
I don't want it no longer
I don't need it no longer
And I don't care for no more brain washing
It isn't good for my soul..."
Bob Marley,Brand New Second Hand,"You're only acting like
You are somebody
But i don't love to say
You're not nobody
Don't exhaust our painted face, girl
'cause underneath that face
You're justhave disgrace

And you're just a brandnew second hand
You'll make no one fool
You're just a brand new second hand

I only confess you
You're brand new second had
Dirty golden rule
You're just a brand new second hand

What you've got, girl
That i don't know
Why you really really got to
Exalt yourself so
Mama used to tell me
A long time ago, girl
It's noteverything you own
That glitters is gold

So you're just a brand new second hand
No man no want no
Brand new second hand
You bettergo back round so girl
Brand new second hand
Don't you show us
Brand newsecond hand

If you think it's the dress you wear
That makes you a lady
Get that out of your mind
You must be crazy

You're just a brand new second had, yes girl
No man no want
Brand new second hand, yes girl
No bother come show off so
You're just a brand new second hand"
Bob Marley,Burnin' and lootin',"This morning I woke up in a curfew;
O God, I was a prisoner, too - yeah!
Could not recognize the faces standing over me;
They were all dressed in uniforms of brutality. Eh!

How many rivers do we have to cross,
Before we can talk to the boss? Eh!
All that we got, it seems we have lost;
We must already paid the cost.

(That's why we gonna be)
Burnin' and a-lootin' tonight;
(Say we gonna burn and loot)
Burnin' and a-lootin' tonight;
(One more thing)
Burnin' all pollution tonight;
(Oh, yeah, yeah)
Burnin' all illusion tonight.

Oh, stop them!

Give me the food and let me grow;
Let the Roots Man take a blow.
All them drugs gonna make you slow now;
It's not the music of the ghetto. Eh!

Weeping and a-wailin' tonight;
(Who can stop the tears?)
Weeping and a-wailin' tonight;
(We've been suffering these long, long-a years!)
Weeping and a-wailin' tonight
(Will you say cheer?)
Weeping and a-wailin' tonight
(But where?)

Give me the food and let me grow;
Let the Roots Man take a blow.
I must say: all them - all them drugs gonna make you slow;
It's not the music of the ghetto.

We gonna be burning and a-looting tonight;
(To survive, yeah!)
Burning and a-looting tonight;
(Save your baby lives)
Burning all pollution tonight;
(Pollution, yeah, yeah!)
Burning all illusion tonight
(Lord-a, Lord-a, Lord-a, Lord!)

Burning and a-looting tonight;
Burning and a-looting tonight;
Burning all pollution tonight. /fadeout/"
Bob Marley,Bus Dem Shut,"Life is for man to live (let man live life! ba, ba, ba-ba, ba-ah!);
Bread is for man to eat (let man eat bread! ba, ba, ba-ba, ba-ah!).
Bread and pyaka:
Cut down pyaka-yism!
Bread and pyaka:
Cut down pyaka-yism!
Everyt'ing ya run dung 'pon;
Everyt'ing ya run dung 'pon;
Everyt'ing ya run dung 'pon;
Everyt'ing ya run dung 'pon.
Come, we go reason now;
Come-a, come-a come-a, we go reason now (we deh go reason now);
Come-a, come-a come-a, we go reason now (we deh go reason now);
Come-a, come-a come-a, we go reason now (we deh go reason now).
Where do you stand for happiness (wa-la, wa-la!)
When you no say you no want it,
While some o' dem (some o' dem, some o' dem) out deh, eh!
I bus dem shut right now
Fi get it.
Bread and pyaka:
Cut down pyaka-yism!
Bread and pyaka:
Cut down pyaka-yism!
Woman feel the pain;
Man suffer, lord.
Woman feel the pain;
Man suffer, lord.
Come-a, come-a, come-a: we go reason now;
Come-a, come-a, come-a: we go reason now;
Come-a, come-a, come-a: we go reason now;
Come-a, come-a, come-a: we go reason now;
Come-a, come, come-a: we go reason now;
Come-a, come-a, come-a: we go reason now.
Peeyah, peeyah, pyaka, come!
Peeyah, peeyah, pyaka, come!
Peeyah, peeyah, pyaka, come!
A-come-a, come-a, come-a: we go reason now;
A-come-a, come-a, come-a: we go reason now;
A-come-a, come-a, come-a: we go reason now;
Oh, come-a, come, come-a: we go reason now;
Bread and pyaka;
Sister pyaka;
Bread and pyaka;
Sister pyaka;
Cut down pyaka-yism!
Cut down pyaka-yism!
Cut down pyaka-ysim!"
Bob Marley,Butterfly,"Softly and tendly giveing my love to you
Oh butterfly, butterfly I love you so
On the street where we live
People makeing love
So you cant we why cant you and I
I love you so whoa baby baby so
Whoa baby baby so whoa so whoa baby baby

Softly and tendly am giveing my love to you
Oh butterfly butterfly please dont you cry
Cause on the streets where we live
People makeing love
So you cant we why cant you and I
I love you so whoa baby baby so
Whoa baby baby so whoa so whoa baby baby
Softly and truely am giveing my love to you
Whoa butterfly butterfly I love you so yeah!
On the street where we people makeing love
So you cant we why cant you and I, I love you so
Baby baby so whoa baby baby"
Bob Marley,Catch a Fire,"Ooh-ooh-oo-ooh. Oo-oo-ooh! Oo-oo-ooh.
Slave driver, the table has turned; (catch a fire)
Catch a fire, so you can get burned, now. (catch a
fire)
Slave driver, the table has turned; (catch a fire)
Catch a fire: gonna get burned. (catch a fire) Wo,
now!

Ev'rytime I hear the crack of a whip,
My blood runs cold.
I remember on the slave ship,
How they brutalize the very souls.
Today they say that we are free,
Only to be chained in poverty.
Good God, I think it's illiteracy;
It's only a machine that makes money.
Slave driver, the table has turned, y'all.
Ooh-ooh-oo-ooh.

Slave driver, uh! The table has turned, baby, now;
(catch a fire)
Catch a fire, so you can get burned, baby, now. (catch
a fire)
Slave driver, the table has turned, y'all; (catch a
fire)
Catch a fire: so you can get burned, now. (catch a
fire)

Ev'rytime I hear the crack of a whip,
My blood runs cold.
I remember on the slave ship,
How they brutalize the very souls.

Oh God, have mercy on our souls!
Oh, slave driver, the table has turned, y'all; (catch
a fire)
Catch a fire, so you can get burned. (catch a fire)
Slave driver, the table has turned, y'all; (catch a
fire)
Catch a fire ..."
Bob Marley,Caution,"here i am walkin down the street
(walkin.. walkin.. walkin..)
and the children... everything is so sweet
whoa whoa whoa sweet
whoa whoa whoa sweet
im doin my thang and im doin it slow
but there is just one thang
i would like you to know
ooh plenty ways to stay free yea
when your grumpy grumpy
if slightly you will tumble down
dont wash it on the ground
Whoa Caution the road is wet
black soul is black as jet
did you hear me
Caution the road is hot yea
said youve got to do better than that
cause theres plenty ways to stay free(when your wet and slippery)
yea when your grumpy (when your grumpy grumpy)
if slightly you should tumble down
dont wash it on the ground.... brother...
hit me from the top
you craze him on the funk yea
hit me from the top
you craze him on the funk yea
"
Bob Marley,Chances Are,"Chances are we're gonna leave now
Sorry for the victim now
Though my days are filled with sorrow
I see years of bright tommorrow

Chances, chances are some might not hold out
Chances are, hang on right now
Though-oh-oh-oh my-my days are filled with sorrow
I see years of bright tommorrow

Chances, chances are some might not hold out
Chances are, hang on right now
Chances are, oh chances, you're my chances
Chances are, hang on right now

Chances are, hang on right now

Deal with loneliness, I'll take some tear drops
Chances are we'll have to win
Chances are, hang on right now
Chances are, chances are...
"
Bob Marley,Chant Down Babylon,"Come we go burn down Babylon
One more time, Come we go chant down
Babylon one more time
For them soft, yes them soft
Them soft, yes them soft
So come we go chant down Babylon one more time

Men see their dreams and aspirations
Crumble in front of their face
And all their wicked intentions to destroy the
Human race.

And how I know, and that's how I know
A Reggae Music, mek we chant down Babylon
With music, mek we chant down Babylon
This music, mek we chant down Babylon
This music, come we chant down Babylon

Come we go chant down Babylon one more time
Come we go chant down Babylon one more time
For them soft, yes them soft
Them soft, mi say them soft
So come we go chant down Babylon one more time

Music you're, music you're the key
Talk to who, please talk to me
Bring the voice of the Rastaman
Communicating, educating to everyone

How I, How I know, How I, How I know
And that's how I know
A Reggae Music, chant down, Chant down Babylon
Chant down Babylon
Reggae Music, Chant down Babylon
Reggae Music, Chant down Babylon
Reggae Music, Chant down Babylon
Reggae Music"
Bob Marley,Cheer Up,"Cheer up my brothers, cheer up my sisters
Cheer up my momma too, lord
Cheer up my father, let me say
I know it won't be long
That change has got to come
That change has got to come
And I know that it won't be long
We've been down in captivity [captivity] so long, so long
If we unite then we will be free [we will be free]
so strong, so strong, come I want you to
Cheer up my [brothers] my sisters
[cheer up my sisters] let me say
Cheer up my my my momma too, lord
Cheer up my father

Let me say, we've been down in captivity [captivity]
so long, so long
We unite we will be free [we will be free]
so strong, so strong
Cheer up my my my my my my brother
[cheer up my sister] cheer up my sisters
[cheer up my momma] my momma too lord
[cheer up my] my father
And I, I, I
"
Bob Marley,Corner Stone,"The stone that the builder refused
Will always be the head cornerstone
The stone that the builder refused
Will always be the head cornerstone

You're a builder, oh, la di la
Here I am a stone
Don't you think and refuse me
'Cause the things people refuse
Are the things they should use
Do you hear me? Hear what I say

The stone taht the builder refused
Will always be the head cornerstone
The stone that the builder refused
Will always be the head cornerstone

I can be soft as a pillow
Weep like a willow
Caress and bring happiness
Don't refuse me, don't you refuse
Don't, don't, don't you refuse"
Bob Marley,Craven Choke Puppy,"Craven a go choke puppy
Craven a go choke puppy not
Craven a go choke puppy
Whoa
(wow wow wow wow)
So you want all for yourself alone
(wow wow wow wow)
And you don't think about the other man
(wow wow wow wow)
Let me tell you my friend if you gonna live this life
(wow wow wow wow)
It's not good for you to build strife

Craven a go choke puppy
Can you dig it

(wow wow wow wow)
Want all lose all
(wow wow wow wow)
Then I know the wicked must fall
(wow wow wow wow)
I say want it, want it can't get it
(wow wow wow wow) oh no,
And get it, get it, no want it
(wow wow wow wow)
Oh that's why i say

Craven a go choke puppy
Craven a go choke puppy now
Craven a go choke puppy
Whoa, can you dig it (wow wow wow wow)
Oh yeah (wow wow wow wow)

The craven dog will lose his bone
(wow wow wow wow)
The craven dog
(wow wow wow wow)
The craven dog will lose his bone
(whoo)
Grafting after something else
(whoo)
They'll take it for themselves alone
(whoo)
They don't think about the other man
(whoo)
The old time people say, want it, want it can't get it
yeah"
Bob Marley,Crazy Baldheads,"Them crazy, them crazy
We gonna chase those crazy
Baldheads out of town
Chase those crazy baldheads
Out of town

I and I build the cabin
I and I plant the corn
Didn't my people before me
Slave for this country
Now you look me with a scorn
Then you eat up all my corn

We gonna chase those crazy baldheads
Chase them crazy
Chase those crazy baldheads out of town

Build your penitentiary, we build your schools
Brainwash education to make us the fools
Hate is your reward for our love
Telling us of your God above

We gonna chase those crazy
Chase those crazy bunkheads
Chase those crazy baldheads out of town

Here comes the conman
Coming with his con plan
We won't take no bribe, we got to stay alive

We gonna chase those crazy
Chase those crazy baldheads
Chase those crazy baldheads out of town
"
Bob Marley,Crisis,"They say the sun, shines for all
But in some people world, it never shine at all
They say love is a stream, that will find its course
Some people think life is a dream
So they making matters worse

But no matter what the crisis is (repeat)
Doing it, doing it, doing your thing
Give JAH all the thanks and praises
Giving it, giving it, giving it
Give JAH all the thanks and praises

So much have been said, so little been done
They still killing, killing the people
And they having, having, having lots of fun
Killing the people, having their fun
They just want to be the leader
In the house of the rising sun

But no matter what the crisis is (repeat)
Do your, live it up, live it up, live it up
Give JAH all the thanks and praises
Live it up, live it up, live it up, live it up
Give JAH all the thanks and praises

They say the sun, shines for all
But in some people's world, it never shines at all
They say love is a stream, that will find its course,
And every river runs to sea
Some people still think life is a dream
So they making matters worse

No matter what the crisis is (repeat)
Do it, live it up, live it up, live it up
Give JAH all the thanks and praises
Live it up, live it up, live it up, live it up
Give JAH all the thanks and praises (repeat)
His mercies endureth for ever yeah
Give JAH all the thanks and praises (repeat)
Oh children, come and give JAH
Give JAH all the thanks and praises (repeat)"
Bob Marley,Cry To Me,"Cry to me yeah!
You're gonna walk back through the heartaches
You're gonna walk back through the pain
You're gonna shed those lonely teardrops
The reaction of your cheating game

You've got to cry to me yeah!
You've got to cry to me now
Lord knows how I get from the heartaches
Lord that leadeth me yeah!
And now I'm by the still water

You've got to cry to me yeah!
Cry to me now
You've got to cry to me yeah!
You're gonna spend those lonely hours

You're gonna shed those lonely tears
Walk back through the heartaches
Walk back through the pain
Shed those lonely teardrops
Reaction of your cheating game"
Bob Marley,Do It Twice,"You know that I love you,
Baby, but you just won't let me.
You know that I love you,
Baby, but you just won't let me.
Every morning I get up, I sip my cup;
My eyes get red, no-one to hear me.
One more thing I'd like to say right here,
Baby, but you just won't let me.
One more thing I'd like to say right here,
Baby, but you just won't let me.
I'd like to say:baby, you so nice:
I'd like to do the same thing twice, yeah!

Baby, you so nice.
I'd like to do the same thing twice.
I love you so much, so-o-o-
Love you - love you, baby, so much.
Yeah, yeah, yeah, yeah, yeah, yeah,
I live in the woods alone;
I need your (company) company.
Baby! Woods alone!
I need your company, yeah!
Every morning I get up, I sip my cup;
My eyes get red, no-one to hear me.
One more thing I'd like to say right here,

Baby, but you just won't let me, yeah!
One more thing I'd like to say right here,
Baby, but you just won't let me.
I'd like to say: baby, you so nice:
Do the same thing twice, yeah!
Baby, you so nice;
I'd like to do the same thing twice;
I love you, baby, so much"
Bob Marley,Donna,"I need you, yes, I need you, Donna)
Donna (I need you, yes, I need you, Donna)
Donna (I need you, yes, I need you, Donna)
Donna (I need you, yes, I need you...)

You can hear me say that I need you, ooh
And I would like you to be the woman
(I need you, yes, I need...)
Why you treat me this way, I can't understand
(I need you, yes, I need...)
You hear what I've got to say
(I need you, yes, I need you, Donna)

No slippin', no slidin', no bumpin', no borin'
Donna came riding to town
(I need you, yes, I need you, Donna)
If you follow the race, it's no disgrace
Donna, pick yourself from off the ground
(I need you, yes, I need you, Donna)

(...)

(I need you, yes, I need you...)
Donna, I wanna hear you (I need you, yes, I need...)
Soon come, soon come, soon come
(I need you, yes, I need you, Donna)
No slippin', no slidin', no bumpin', no borin'
Donna came riding to town
(I need you, yes, I need you, Donna)"
Bob Marley,Dreamland,"Bob Marley - Dreamland

There's a land that I have heard about
So far across the sea
There's a land that I have heard about
So far across the sea
To have you all, my dreamland
Would be like heaven to me
To have you all, my dreamland
Would be like heaven to me
We'll get our breakfast from the tree
We'll get our honey from the bees
We'll take a ride on the waterfalls
And all the glories, we'll have them all
And we'll live together on that dreamland
And have so much fun
And we'll live together on that dreamland
And have so much fun
Oh, what a time that will be
Oh yes, we'll wait, wait, wait and see
We'll count the stars up in the sky
AND SURELY WE'LL NEVER DIE"
Bob Marley,Duppy Conqueror,"Yes me friend, me friend
We deh 'pon street again
Yes me friend, me good friend
Dem set me free again

The bars could not hold me
Force could not control me
They tried to keep me down
But jah put I around

Yes ive been accused
And wrongly abused now
But through the powers of the most high
They've got to turn me loose

Dont try to cut me off on this bridge now
Ive got to reach mt. zion
So if you a bullbucka
Im a duppy conqueror, conqueror

Yes me friend, me good frend
We deh'pon street again
Yes me friend me good friend
Dem say we free again

Dont try to cut me off on this bridge now
Ive got to reach mt. zion
So if you a bullbucka
Im a duppy conqueror, conqueror

Yes me friend
Dem say we free again
Yes me friend
Dem set deh street again"
Bob Marley,Easy Skanking,"Easy skanking, skanking it easy
Easy skanking, skanking it slow (repeat)

Excuse me while I light my spliff
Good GOD I gotta take a lift
From reality I just can't drift
That's why I am staying with this riff

Take it easy, easy skanking (repeat)
Got to take it easy, easy skanking
You see we're taking it easy
We taking it slow, taking it easy
Got to take it slow, so take it easy
Easy skanking, easy skanking
Oh take it easy, easy skanking

Excuse me while I light my split
Oh GOD I gotta take a lift
From reality I just can't drift
That's why I am staying with this riff

Take it easy, taking it easy
Got to take it easy, taking it slow
Take it easy, taking it easy
Skanky take it easy, taking it slow

Tell you what herb for my wine
Honey for my strong drink
Herb for my wine, honey for my strong drink

I'll take it easy, taking it easy
Take it easy, skanking it slow
Take it easy, taking it easy
Take it easy, skanking it slow"
Bob Marley,Forever loving Jah,"Wo-o-o-o! Ya-ya-ya-ya-ya-ya-ya! Woy-oh!
Yeah-yeah-yeah, yeah-yeah, yeah-yeah-yeah-yeah! Oh!
(We'll be forever loving Jah;
We'll be forever loving Jah!)

Some they say see them walking up the street;
They say we're going wrong to all the people we meet;
But-a we won't worry, we won't shed no tears:
We found a way to cast away the fears,
Forever, yeah!

(We'll be forever loving Jah) We'll be forever!
(We'll be forever loving Jah) Forever, yes, and forever!
(We'll be forever loving Jah) There'll be no end.

So, old man river, don't cry for me;
A-have got a running stream of love you see.
So, no matter what stages - oh stages -
Stages - stages they put us through,
We'll never be blue
No matter what rages, oh rages,
Changes - rages they put us through,
We'll never be blue:
We'll be forever, yeah!

(We'll be forever loving Jah) We'll be forever!
(We'll be forever loving Jah) Forever, and ever, yes, and forever!
(We'll be forever loving Jah) 'Cause there is no end.

'Cause only a fool lean upon -
Lean upon his own misunderstanding, oh ho, oh, yeah!
And then what has been hidden
From the wise and the prudent
Been revealed to the babe and the suckling
In everyt'ing, in every way, I say, yeah!

(We'll be forever loving Jah) We'll be forever!
(We'll be forever loving Jah)

'Cause just like a tree planted - planted by the rivers of water
That bringeth forth fruits - bringeth forth fruits in due season;
Everything in life got its purpose,
Find its reason in every season,
Forever, yeah!

(We'll be forever loving Jah) We'll be forever!
(We'll be forever loving Jah) On and on and on!
(We'll be forever loving Jah) We'll be forever, yes, yes -
we'll be forever.
(We'll be forever loving Jah)

"
